latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
22.601053,88.31776,12.0,19800,Asia/Kolkata,GMT+5:30

time,temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),rain_sum (mm),weathercode (wmo code)
2021-03-15,33.5,21.1,0.00,0.00,2
2021-03-16,35.0,21.4,0.00,0.00,0
2021-03-17,35.7,20.3,0.00,0.00,1
2021-03-18,35.9,20.8,0.00,0.00,3
2021-03-19,36.1,21.2,0.00,0.00,3
2021-03-20,36.4,22.0,0.00,0.00,3
2021-03-21,36.5,23.1,0.00,0.00,2
2021-03-22,36.4,23.3,0.00,0.00,1
2021-03-23,36.7,23.7,0.00,0.00,2
2021-03-24,36.8,24.6,0.00,0.00,1
2021-03-25,36.9,23.5,0.00,0.00,2
2021-03-26,35.8,23.3,0.00,0.00,3
2021-03-27,36.4,23.0,0.00,0.00,3
2021-03-28,36.5,23.2,0.00,0.00,2
2021-03-29,37.4,24.9,0.10,0.10,51
2021-03-30,40.2,25.8,0.00,0.00,2
2021-03-31,40.8,25.6,0.00,0.00,3
2021-04-01,38.4,22.7,0.00,0.00,2
2021-04-02,36.6,25.2,0.00,0.00,3
2021-04-03,36.4,25.1,0.00,0.00,3
2021-04-04,34.8,24.2,1.30,1.30,61
2021-04-05,36.2,22.7,0.00,0.00,0
2021-04-06,35.5,23.6,0.00,0.00,2
2021-04-07,34.4,24.2,0.00,0.00,2
2021-04-08,34.2,26.5,2.10,2.10,61
2021-04-09,31.3,26.4,2.80,2.80,61
2021-04-10,34.3,25.7,1.10,1.10,53
2021-04-11,37.7,25.5,0.00,0.00,2
2021-04-12,34.0,26.4,1.50,1.50,61
2021-04-13,37.1,25.7,0.70,0.70,53
2021-04-14,39.2,26.1,0.00,0.00,3
2021-04-15,36.3,26.6,0.90,0.90,53
2021-04-16,35.9,25.3,0.00,0.00,3
2021-04-17,35.5,24.8,0.10,0.10,51
2021-04-18,35.2,25.5,0.80,0.80,53
2021-04-19,37.0,25.8,0.00,0.00,2
2021-04-20,37.6,26.5,1.70,1.70,61
2021-04-21,36.9,27.0,5.70,5.70,63
2021-04-22,33.4,25.9,11.60,11.60,65
2021-04-23,35.5,24.6,0.00,0.00,3
2021-04-24,37.3,25.0,0.00,0.00,2
2021-04-25,38.9,25.8,0.00,0.00,3
2021-04-26,38.7,26.9,0.00,0.00,3
2021-04-27,38.1,27.0,0.10,0.10,51
2021-04-28,38.0,26.8,0.40,0.40,51
2021-04-29,37.0,25.9,0.00,0.00,1
2021-04-30,35.6,26.1,1.00,1.00,51
2021-05-01,35.1,25.1,2.80,2.80,63
2021-05-02,34.9,25.7,1.70,1.70,61
2021-05-03,34.9,25.7,0.00,0.00,3
2021-05-04,30.1,23.1,4.20,4.20,63
2021-05-05,29.5,24.4,9.90,9.90,63
2021-05-06,33.1,24.6,0.60,0.60,51
2021-05-07,33.2,26.6,2.10,2.10,53
2021-05-08,33.1,26.1,0.00,0.00,3
2021-05-09,34.2,25.4,1.60,1.60,53
2021-05-10,32.9,25.8,12.30,12.30,65
2021-05-11,31.3,24.4,23.20,23.20,65
2021-05-12,32.7,23.7,0.00,0.00,2
2021-05-13,31.1,25.8,2.10,2.10,55
2021-05-14,34.0,24.0,4.60,4.60,63
2021-05-15,36.1,27.2,0.50,0.50,53
2021-05-16,35.8,27.8,0.10,0.10,51
2021-05-17,38.0,28.1,0.00,0.00,2
2021-05-18,38.5,28.2,0.10,0.10,51
2021-05-19,36.5,28.1,0.90,0.90,51
2021-05-20,36.5,28.5,0.00,0.00,3
2021-05-21,36.2,28.6,0.00,0.00,2
2021-05-22,36.6,27.8,0.90,0.90,53
2021-05-23,35.8,27.5,1.70,1.70,53
2021-05-24,32.8,27.6,8.30,8.30,63
2021-05-25,31.1,26.1,9.90,9.90,61
2021-05-26,29.9,25.3,11.90,11.90,61
2021-05-27,32.4,26.6,19.80,19.80,63
2021-05-28,33.7,27.2,1.30,1.30,53
2021-05-29,32.9,27.1,0.70,0.70,51
2021-05-30,32.4,27.2,1.80,1.80,53
2021-05-31,32.1,28.2,24.40,24.40,63
2021-06-01,35.3,28.6,3.10,3.10,55
2021-06-02,33.5,27.3,6.50,6.50,63
2021-06-03,32.8,27.6,7.00,7.00,63
2021-06-04,34.8,27.9,0.40,0.40,51
2021-06-05,36.1,28.6,2.90,2.90,61
2021-06-06,35.6,29.0,5.60,5.60,63
2021-06-07,36.4,29.1,5.30,5.30,63
2021-06-08,34.8,28.6,1.80,1.80,55
2021-06-09,32.8,27.4,13.30,13.30,63
2021-06-10,31.2,26.6,9.20,9.20,61
2021-06-11,31.3,25.9,8.50,8.50,61
2021-06-12,31.4,25.9,26.30,26.30,63
2021-06-13,31.1,26.0,16.00,16.00,63
2021-06-14,30.8,25.9,13.30,13.30,63
2021-06-15,29.9,25.5,25.50,25.50,63
2021-06-16,28.4,25.6,25.30,25.30,63
2021-06-17,27.3,25.6,14.50,14.50,63
2021-06-18,27.5,24.2,25.70,25.70,61
2021-06-19,28.9,25.4,24.50,24.50,63
2021-06-20,28.9,25.7,17.00,17.00,63
2021-06-21,29.8,25.1,14.20,14.20,63
2021-06-22,31.0,25.8,15.30,15.30,63
