latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
13.110721,80.2459,12.0,19800,Asia/Kolkata,GMT+5:30

time,temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),rain_sum (mm),weathercode (wmo code)
2021-05-26,39.7,28.4,0.00,0.00,3
2021-05-27,38.5,29.0,0.00,0.00,2
2021-05-28,36.8,28.0,0.00,0.00,3
2021-05-29,36.3,27.8,0.00,0.00,1
2021-05-30,37.6,28.3,0.10,0.10,51
2021-05-31,37.5,27.1,0.10,0.10,51
2021-06-01,36.0,28.4,0.00,0.00,3
2021-06-02,34.3,28.0,0.10,0.10,51
2021-06-03,33.9,27.7,0.10,0.10,51
2021-06-04,31.8,27.5,1.60,1.60,53
2021-06-05,32.0,26.1,3.90,3.90,61
2021-06-06,32.8,25.9,0.40,0.40,51
2021-06-07,35.8,28.0,4.70,4.70,63
