latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
12.970123,77.56364,910.0,19800,Asia/Kolkata,GMT+5:30

time,temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),rain_sum (mm),weathercode (wmo code)
2021-06-18,27.8,20.4,1.10,1.10,53
2021-06-19,26.8,19.9,0.00,0.00,3
2021-06-20,28.3,20.0,0.30,0.30,51
2021-06-21,28.7,19.4,0.20,0.20,51
2021-06-22,29.5,19.4,0.00,0.00,3
2021-06-23,29.7,19.9,0.30,0.30,51
2021-06-24,29.1,20.2,0.60,0.60,51
2021-06-25,30.3,19.5,0.00,0.00,3
2021-06-26,28.0,20.0,17.20,17.20,63
2021-06-27,24.9,19.5,2.60,2.60,61
2021-06-28,28.4,18.9,0.10,0.10,51
2021-06-29,29.9,19.5,0.60,0.60,51
2021-06-30,30.7,20.8,0.80,0.80,51
2021-07-01,30.4,21.2,10.90,10.90,63
2021-07-02,28.3,20.6,4.30,4.30,53
2021-07-03,29.5,19.9,7.80,7.80,63
2021-07-04,28.7,20.2,6.90,6.90,63
2021-07-05,28.8,19.8,1.60,1.60,53
2021-07-06,28.6,20.0,3.80,3.80,61
2021-07-07,28.2,19.9,10.00,10.00,63
2021-07-08,28.7,20.3,2.30,2.30,55
2021-07-09,27.5,20.2,10.90,10.90,63
2021-07-10,26.1,20.0,3.40,3.40,53
2021-07-11,26.6,19.6,3.00,3.00,61
2021-07-12,27.4,20.0,0.70,0.70,51
2021-07-13,26.1,20.3,4.50,4.50,53
2021-07-14,23.5,19.9,10.50,10.50,61
2021-07-15,23.1,19.1,17.30,17.30,61
2021-07-16,23.5,19.7,22.30,22.30,63
2021-07-17,25.9,20.0,14.40,14.40,63
2021-07-18,22.4,19.9,10.90,10.90,61
2021-07-19,26.8,19.7,1.70,1.70,51
2021-07-20,26.5,19.2,2.20,2.20,53
2021-07-21,25.2,20.0,3.40,3.40,53
2021-07-22,23.2,20.0,11.20,11.20,61
2021-07-23,25.4,19.4,8.10,8.10,61
2021-07-24,27.5,19.7,2.60,2.60,51
2021-07-25,27.6,19.9,1.90,1.90,51
2021-07-26,26.7,19.9,0.00,0.00,3
2021-07-27,27.4,19.1,0.50,0.50,51
2021-07-28,27.9,19.7,0.90,0.90,51
2021-07-29,26.8,19.5,1.20,1.20,51
2021-07-30,27.4,19.4,0.60,0.60,51
2021-07-31,28.3,19.2,1.00,1.00,51
2021-08-01,27.8,19.4,0.50,0.50,51
2021-08-02,27.5,18.7,1.00,1.00,53
2021-08-03,28.1,19.6,0.90,0.90,51
2021-08-04,27.5,19.7,2.10,2.10,51
2021-08-05,27.8,19.2,4.90,4.90,61
2021-08-06,28.0,19.8,2.30,2.30,53
2021-08-07,27.9,20.0,5.90,5.90,61
2021-08-08,28.3,19.7,4.00,4.00,61
2021-08-09,28.2,20.1,1.30,1.30,53
2021-08-10,27.7,20.1,3.80,3.80,61
2021-08-11,27.8,19.7,7.90,7.90,63
2021-08-12,26.6,20.1,8.80,8.80,61
2021-08-13,28.0,19.6,7.20,7.20,63
2021-08-14,27.0,19.1,1.40,1.40,51
2021-08-15,26.6,18.7,0.90,0.90,51
2021-08-16,26.6,19.5,1.50,1.50,53
2021-08-17,25.3,19.4,1.30,1.30,51
2021-08-18,27.4,19.5,3.30,3.30,61
2021-08-19,26.3,20.0,0.20,0.20,51
2021-08-20,28.2,19.0,0.40,0.40,51
2021-08-21,26.8,19.8,1.30,1.30,51
2021-08-22,27.2,19.2,20.70,20.70,65
2021-08-23,26.9,19.1,11.80,11.80,63
2021-08-24,27.8,18.9,2.80,2.80,55
2021-08-25,27.3,19.8,9.70,9.70,63
2021-08-26,27.9,19.9,8.00,8.00,63
2021-08-27,26.7,20.4,30.80,30.80,65
2021-08-28,24.7,20.2,7.40,7.40,53
2021-08-29,25.2,19.9,32.80,32.80,65
2021-08-30,26.4,19.4,0.70,0.70,51
2021-08-31,27.9,19.1,0.00,0.00,3
2021-09-01,27.6,19.4,1.40,1.40,53
2021-09-02,27.4,19.7,14.60,14.60,63
2021-09-03,25.3,19.8,12.70,12.70,63
2021-09-04,24.7,19.5,16.30,16.30,63
2021-09-05,25.5,19.4,13.70,13.70,61
2021-09-06,24.5,19.8,2.60,2.60,53
2021-09-07,25.6,19.1,2.10,2.10,51
2021-09-08,27.3,19.7,2.00,2.00,51
2021-09-09,27.5,19.1,1.00,1.00,51
2021-09-10,27.4,18.8,0.30,0.30,51
2021-09-11,27.1,19.4,1.00,1.00,51
2021-09-12,25.5,19.7,4.80,4.80,61
2021-09-13,27.2,19.9,1.70,1.70,51
2021-09-14,28.0,20.3,1.00,1.00,51
2021-09-15,28.1,19.2,1.60,1.60,53
2021-09-16,27.7,19.3,0.60,0.60,51
2021-09-17,28.6,19.4,0.10,0.10,51
2021-09-18,28.3,19.1,0.00,0.00,3
2021-09-19,28.9,20.4,4.10,4.10,55
2021-09-20,27.9,20.2,1.40,1.40,53
2021-09-21,28.4,20.1,1.00,1.00,53
2021-09-22,27.9,19.6,1.70,1.70,51
2021-09-23,28.5,19.9,1.90,1.90,51
2021-09-24,28.2,19.9,5.70,5.70,61
2021-09-25,27.6,19.7,7.50,7.50,61
2021-09-26,27.6,19.6,3.70,3.70,61
2021-09-27,26.7,19.6,5.90,5.90,63
2021-09-28,27.0,19.0,0.50,0.50,51
2021-09-29,27.5,18.8,0.40,0.40,51
2021-09-30,26.5,19.1,5.70,5.70,63
2021-10-01,27.7,19.5,12.30,12.30,61
2021-10-02,27.9,20.2,12.40,12.40,63
2021-10-03,28.2,20.6,2.00,2.00,53
2021-10-04,28.4,19.7,1.80,1.80,55
2021-10-05,28.3,19.8,5.30,5.30,61
2021-10-06,23.8,20.2,55.60,55.60,65
2021-10-07,27.6,19.5,5.50,5.50,61
2021-10-08,26.4,20.2,9.70,9.70,63
2021-10-09,25.5,19.9,9.90,9.90,63
2021-10-10,27.0,19.6,7.40,7.40,63
2021-10-11,26.0,19.5,17.70,17.70,63
2021-10-12,24.6,19.8,30.10,30.10,63
2021-10-13,25.6,19.5,10.90,10.90,63
2021-10-14,26.9,19.0,18.60,18.60,65
2021-10-15,27.3,19.1,13.90,13.90,63
2021-10-16,27.7,19.9,11.20,11.20,63
2021-10-17,27.4,19.7,5.50,5.50,63
2021-10-18,26.8,20.0,5.80,5.80,63
2021-10-19,26.8,19.6,0.70,0.70,51
2021-10-20,28.1,20.4,11.90,11.90,63
2021-10-21,28.1,19.3,7.00,7.00,63
2021-10-22,27.7,18.1,3.00,3.00,61
2021-10-23,27.5,18.8,9.50,9.50,63
2021-10-24,26.4,17.9,13.10,13.10,63
2021-10-25,26.8,18.0,0.90,0.90,51
2021-10-26,26.4,17.9,0.50,0.50,51
2021-10-27,26.8,18.1,0.00,0.00,3
2021-10-28,26.9,17.2,0.00,0.00,3
2021-10-29,26.0,18.7,7.10,7.10,63
2021-10-30,27.4,19.3,2.60,2.60,55
2021-10-31,27.3,19.2,4.60,4.60,61
2021-11-01,23.9,18.8,4.90,4.90,61
2021-11-02,25.5,19.4,0.50,0.50,51
2021-11-03,25.6,19.2,7.80,7.80,63
2021-11-04,26.6,19.4,2.80,2.80,55
2021-11-05,25.8,18.5,11.00,11.00,63
2021-11-06,26.3,18.8,0.50,0.50,51
2021-11-07,24.1,18.9,1.00,1.00,53
2021-11-08,24.3,19.1,3.60,3.60,53
2021-11-09,23.8,17.8,0.00,0.00,3
2021-11-10,22.3,17.2,1.90,1.90,53
2021-11-11,19.1,17.2,20.40,20.40,63
2021-11-12,23.6,17.6,5.70,5.70,61
2021-11-13,25.6,19.3,18.90,18.90,63
2021-11-14,25.6,19.0,11.90,11.90,63
2021-11-15,26.3,19.0,17.80,17.80,63
2021-11-16,25.7,19.6,25.40,25.40,63
2021-11-17,26.5,19.2,13.30,13.30,63
2021-11-18,21.1,19.4,69.60,69.60,65
2021-11-19,22.4,19.2,31.40,31.40,63
2021-11-20,24.8,19.7,7.50,7.50,61
2021-11-21,26.6,19.4,17.90,17.90,63
2021-11-22,26.4,18.4,8.80,8.80,63
2021-11-23,27.0,19.2,1.00,1.00,51
2021-11-24,26.5,18.6,0.40,0.40,51
2021-11-25,26.2,18.6,0.00,0.00,3
2021-11-26,25.5,18.0,0.00,0.00,3
2021-11-27,21.7,18.6,5.10,5.10,61
2021-11-28,23.9,19.4,4.40,4.40,53
2021-11-29,24.1,19.3,1.40,1.40,53
2021-11-30,25.0,19.3,1.40,1.40,51
2021-12-01,25.5,18.6,1.00,1.00,51
2021-12-02,25.9,19.3,3.90,3.90,61
2021-12-03,26.4,18.4,1.80,1.80,53
2021-12-04,25.1,18.2,4.20,4.20,61
2021-12-05,26.7,17.8,1.20,1.20,53
2021-12-06,25.8,18.1,0.70,0.70,51
2021-12-07,26.6,17.9,0.10,0.10,51
2021-12-08,26.8,17.3,0.00,0.00,3
2021-12-09,26.6,19.1,0.50,0.50,51
2021-12-10,26.1,17.7,0.00,0.00,3
2021-12-11,25.4,18.7,2.30,2.30,55
2021-12-12,25.2,17.2,0.40,0.40,51
2021-12-13,25.1,18.2,1.20,1.20,51
2021-12-14,25.0,18.2,0.80,0.80,51
2021-12-15,25.3,17.5,0.00,0.00,3
2021-12-16,25.6,17.3,0.00,0.00,3
2021-12-17,25.8,16.9,0.00,0.00,3
2021-12-18,25.3,15.8,0.00,0.00,3
2021-12-19,24.2,14.1,0.00,0.00,1
2021-12-20,24.4,13.2,0.00,0.00,0
2021-12-21,24.9,14.4,0.00,0.00,3
2021-12-22,25.5,13.8,0.00,0.00,0
2021-12-23,26.2,14.3,0.00,0.00,2
2021-12-24,26.6,13.6,0.00,0.00,0
2021-12-25,27.7,13.0,0.00,0.00,0
2021-12-26,27.7,14.5,0.00,0.00,2
2021-12-27,26.1,15.4,0.00,0.00,3
2021-12-28,26.1,15.5,0.00,0.00,3
2021-12-29,26.1,16.8,0.00,0.00,3
2021-12-30,26.0,15.2,0.60,0.60,51
2021-12-31,26.2,18.0,2.40,2.40,61
2022-01-01,25.9,18.1,2.30,2.30,53
2022-01-02,27.0,16.2,0.00,0.00,3
2022-01-03,26.9,15.6,0.00,0.00,3
2022-01-04,26.5,16.3,0.00,0.00,3
2022-01-05,26.4,14.8,0.00,0.00,3
2022-01-06,27.0,16.1,0.00,0.00,3
2022-01-07,26.3,17.3,0.10,0.10,51
2022-01-08,27.0,17.8,0.00,0.00,3
2022-01-09,27.0,17.1,0.00,0.00,3
2022-01-10,27.0,17.1,0.20,0.20,51
2022-01-11,27.9,16.3,0.10,0.10,51
2022-01-12,27.1,18.1,0.20,0.20,51
2022-01-13,27.4,17.1,0.00,0.00,3
2022-01-14,27.3,17.6,0.00,0.00,3
2022-01-15,28.2,16.2,0.00,0.00,3
2022-01-16,27.0,18.2,0.50,0.50,51
2022-01-17,26.8,17.3,0.20,0.20,51
2022-01-18,27.3,16.0,0.00,0.00,3
2022-01-19,27.1,15.8,0.00,0.00,3
2022-01-20,28.2,13.8,0.00,0.00,3
2022-01-21,30.2,15.2,0.00,0.00,3
2022-01-22,29.2,14.4,0.00,0.00,3
2022-01-23,28.5,14.5,0.00,0.00,0
2022-01-24,27.5,13.8,0.00,0.00,3
2022-01-25,27.6,14.2,0.00,0.00,3
2022-01-26,27.4,16.8,0.00,0.00,3
2022-01-27,25.2,17.4,2.30,2.30,53
2022-01-28,26.6,17.1,0.00,0.00,3
2022-01-29,27.9,16.0,0.00,0.00,3
2022-01-30,28.2,17.1,0.20,0.20,51
2022-01-31,29.7,17.9,0.00,0.00,3
2022-02-01,29.5,18.2,0.00,0.00,3
2022-02-02,29.9,16.7,0.00,0.00,3
2022-02-03,29.0,16.7,0.00,0.00,1
2022-02-04,29.4,15.5,0.00,0.00,3
2022-02-05,29.7,16.2,0.00,0.00,3
2022-02-06,28.3,17.6,0.00,0.00,3
2022-02-07,29.0,18.5,0.00,0.00,3
2022-02-08,28.8,16.2,0.00,0.00,3
2022-02-09,28.6,15.4,0.00,0.00,3
2022-02-10,28.9,15.9,0.00,0.00,3
2022-02-11,29.1,15.9,0.00,0.00,3
2022-02-12,28.8,16.3,0.00,0.00,1
2022-02-13,28.6,16.2,0.00,0.00,3
2022-02-14,28.3,15.9,0.00,0.00,3
2022-02-15,28.7,17.0,0.00,0.00,3
2022-02-16,29.5,16.0,0.00,0.00,3
2022-02-17,29.5,16.5,0.00,0.00,3
2022-02-18,29.4,15.2,0.00,0.00,3
2022-02-19,29.7,16.0,0.00,0.00,2
2022-02-20,30.8,16.0,0.00,0.00,3
2022-02-21,31.5,17.0,0.00,0.00,3
2022-02-22,31.4,18.7,0.00,0.00,2
2022-02-23,29.9,17.0,0.00,0.00,3
2022-02-24,29.0,15.9,0.00,0.00,3
2022-02-25,30.7,14.7,0.00,0.00,3
2022-02-26,29.7,15.7,0.00,0.00,3
2022-02-27,30.0,17.4,0.00,0.00,3
2022-02-28,29.4,16.0,0.00,0.00,0
2022-03-01,30.1,17.0,0.00,0.00,3
2022-03-02,30.2,17.3,0.00,0.00,3
2022-03-03,30.5,16.4,0.00,0.00,3
2022-03-04,31.3,16.1,0.00,0.00,3
2022-03-05,30.9,15.9,0.00,0.00,3
2022-03-06,30.7,17.3,0.00,0.00,3
2022-03-07,27.8,17.7,3.40,3.40,55
2022-03-08,30.2,17.3,0.10,0.10,51
2022-03-09,31.8,17.6,0.00,0.00,3
2022-03-10,32.5,18.8,0.00,0.00,2
2022-03-11,32.4,18.2,0.00,0.00,2
2022-03-12,32.2,17.9,0.00,0.00,3
2022-03-13,31.9,18.6,0.00,0.00,3
2022-03-14,32.8,18.8,0.00,0.00,2
2022-03-15,33.1,17.8,0.00,0.00,3
2022-03-16,33.2,17.4,0.00,0.00,3
2022-03-17,33.8,18.4,0.00,0.00,3
2022-03-18,34.2,19.2,0.00,0.00,3
2022-03-19,32.3,19.2,0.00,0.00,3
2022-03-20,29.9,22.0,0.00,0.00,3
2022-03-21,33.0,19.8,0.20,0.20,51
2022-03-22,31.2,21.0,0.00,0.00,3
2022-03-23,32.9,20.9,0.00,0.00,3
2022-03-24,32.7,20.6,0.40,0.40,51
2022-03-25,32.2,20.3,0.00,0.00,3
2022-03-26,33.2,20.2,0.00,0.00,3
2022-03-27,34.2,20.8,0.00,0.00,1
2022-03-28,34.3,20.8,0.00,0.00,2
2022-03-29,34.0,21.2,0.10,0.10,51
2022-03-30,33.9,21.5,0.20,0.20,51
2022-03-31,32.3,21.7,0.00,0.00,3
2022-04-01,33.5,21.7,0.00,0.00,3
2022-04-02,32.8,20.3,0.00,0.00,2
2022-04-03,33.7,19.9,0.00,0.00,1
2022-04-04,32.9,19.7,0.00,0.00,3
2022-04-05,33.1,19.6,0.00,0.00,3
2022-04-06,33.8,18.9,0.00,0.00,3
2022-04-07,35.3,20.0,0.00,0.00,2
2022-04-08,33.2,19.4,0.10,0.10,51
2022-04-09,33.7,20.5,0.00,0.00,3
2022-04-10,34.1,20.3,0.00,0.00,3
2022-04-11,34.0,20.4,0.00,0.00,3
2022-04-12,33.3,20.9,0.00,0.00,3
2022-04-13,31.6,21.7,2.50,2.50,61
2022-04-14,32.2,20.9,12.80,12.80,65
2022-04-15,33.7,20.4,5.30,5.30,63
2022-04-16,33.8,20.2,4.20,4.20,63
2022-04-17,33.0,19.3,10.50,10.50,63
2022-04-18,31.7,19.2,0.20,0.20,51
2022-04-19,33.2,19.5,0.00,0.00,3
2022-04-20,34.4,20.6,0.00,0.00,3
2022-04-21,33.7,20.8,0.00,0.00,2
2022-04-22,33.4,20.1,0.00,0.00,3
2022-04-23,33.0,20.5,0.00,0.00,3
2022-04-24,33.2,20.3,0.00,0.00,3
2022-04-25,34.7,20.9,0.00,0.00,1
2022-04-26,34.7,21.5,0.00,0.00,2
2022-04-27,35.3,21.2,0.00,0.00,1
2022-04-28,34.9,21.9,0.00,0.00,1
2022-04-29,37.1,21.8,0.00,0.00,3
2022-04-30,34.7,21.8,0.00,0.00,3
2022-05-01,34.2,21.7,0.00,0.00,3
2022-05-02,34.2,21.7,0.00,0.00,3
2022-05-03,34.1,20.7,1.60,1.60,55
2022-05-04,33.3,21.3,0.70,0.70,53
2022-05-05,31.4,20.3,0.60,0.60,51
2022-05-06,31.0,20.3,10.70,10.70,65
2022-05-07,31.5,20.2,0.60,0.60,53
2022-05-08,33.0,19.7,0.10,0.10,51
2022-05-09,31.6,19.9,0.10,0.10,51
2022-05-10,27.2,21.4,4.90,4.90,61
2022-05-11,25.5,20.8,0.40,0.40,51
2022-05-12,24.8,20.3,20.60,20.60,65
2022-05-13,27.3,20.2,18.10,18.10,63
2022-05-14,28.8,20.3,14.60,14.60,65
2022-05-15,29.2,20.8,17.30,17.30,65
2022-05-16,27.6,21.0,25.10,25.10,63
2022-05-17,28.0,20.7,18.00,18.00,63
2022-05-18,27.3,20.5,13.40,13.40,63
2022-05-19,24.6,19.2,0.90,0.90,51
2022-05-20,26.2,18.5,4.90,4.90,63
2022-05-21,26.9,19.3,0.50,0.50,51
2022-05-22,27.8,19.8,0.60,0.60,53
2022-05-23,29.5,19.7,0.30,0.30,51
2022-05-24,29.5,20.2,0.40,0.40,51
2022-05-25,29.6,20.5,0.50,0.50,51
2022-05-26,29.5,19.9,3.60,3.60,61
2022-05-27,29.4,19.9,0.10,0.10,51
2022-05-28,29.5,19.2,0.30,0.30,51
2022-05-29,29.7,19.5,0.00,0.00,3
2022-05-30,29.9,19.5,6.20,6.20,63
2022-05-31,29.4,19.3,2.10,2.10,61
2022-06-01,29.2,19.4,4.80,4.80,61
2022-06-02,29.5,19.5,0.50,0.50,51
2022-06-03,29.8,19.7,8.70,8.70,63
2022-06-04,31.4,19.8,9.40,9.40,65
2022-06-05,30.3,20.3,15.10,15.10,65
2022-06-06,29.1,19.9,7.40,7.40,63
2022-06-07,27.3,19.9,1.30,1.30,53
2022-06-08,29.4,19.9,0.40,0.40,51
2022-06-09,29.6,20.0,0.70,0.70,53
2022-06-10,29.0,19.4,1.80,1.80,61
2022-06-11,28.5,19.3,1.60,1.60,53
2022-06-12,28.4,19.3,11.00,11.00,63
2022-06-13,28.8,19.3,0.10,0.10,51
2022-06-14,29.3,19.5,11.80,11.80,65
2022-06-15,27.7,20.6,0.50,0.50,51
2022-06-16,28.7,20.0,10.20,10.20,63
2022-06-17,28.2,19.5,7.70,7.70,63
2022-06-18,26.7,19.5,24.10,24.10,65
2022-06-19,27.6,20.0,3.00,3.00,55
2022-06-20,28.0,19.2,1.70,1.70,61
2022-06-21,27.0,19.8,7.10,7.10,63
2022-06-22,26.2,19.9,0.90,0.90,51
2022-06-23,26.8,19.7,0.90,0.90,53
2022-06-24,27.5,19.4,1.20,1.20,53
2022-06-25,27.9,19.6,10.20,10.20,63
2022-06-26,27.2,20.2,1.00,1.00,51
2022-06-27,27.9,19.7,0.50,0.50,51
2022-06-28,27.4,19.5,1.00,1.00,51
2022-06-29,27.7,19.9,3.00,3.00,53
2022-06-30,27.7,19.5,13.30,13.30,63
2022-07-01,27.3,19.6,6.30,6.30,63
2022-07-02,28.2,19.7,3.40,3.40,63
2022-07-03,28.1,20.0,4.90,4.90,61
2022-07-04,25.3,20.3,1.70,1.70,51
2022-07-05,24.1,19.8,10.30,10.30,61
2022-07-06,24.9,19.7,3.60,3.60,51
2022-07-07,24.1,19.8,15.20,15.20,63
2022-07-08,26.2,19.6,1.40,1.40,53
2022-07-09,23.7,19.5,11.40,11.40,61
2022-07-10,25.0,19.5,4.10,4.10,53
2022-07-11,24.1,19.3,5.00,5.00,53
2022-07-12,26.1,19.0,0.90,0.90,51
2022-07-13,26.3,19.7,3.30,3.30,53
2022-07-14,26.2,19.6,5.30,5.30,61
2022-07-15,27.0,19.7,1.70,1.70,53
2022-07-16,27.2,19.7,7.20,7.20,63
2022-07-17,27.7,19.8,5.00,5.00,61
2022-07-18,26.8,20.1,5.00,5.00,61
2022-07-19,27.5,18.9,1.80,1.80,55
2022-07-20,28.7,19.8,18.60,18.60,65
2022-07-21,28.0,20.0,10.00,10.00,63
2022-07-22,26.9,20.0,12.90,12.90,65
2022-07-23,27.0,19.3,1.60,1.60,51
2022-07-24,26.3,18.7,1.70,1.70,53
2022-07-25,27.4,18.7,0.30,0.30,51
2022-07-26,26.9,19.1,2.50,2.50,55
2022-07-27,28.4,18.3,5.60,5.60,63
2022-07-28,28.0,19.1,4.90,4.90,61
2022-07-29,29.0,18.7,5.00,5.00,61
2022-07-30,28.3,18.9,12.70,12.70,63
2022-07-31,28.2,19.3,9.90,9.90,63
2022-08-01,27.9,19.9,39.60,39.60,65
2022-08-02,27.6,19.7,25.00,25.00,63
2022-08-03,26.8,19.2,17.70,17.70,63
2022-08-04,25.0,19.7,17.60,17.60,63
2022-08-05,23.2,19.7,24.20,24.20,63
2022-08-06,25.0,19.6,5.20,5.20,61
2022-08-07,24.0,20.0,5.20,5.20,53
2022-08-08,25.9,19.8,3.70,3.70,55
2022-08-09,26.4,19.9,0.90,0.90,51
2022-08-10,26.5,19.4,2.50,2.50,51
2022-08-11,27.2,19.4,1.70,1.70,51
2022-08-12,26.7,20.0,1.00,1.00,51
2022-08-13,27.4,19.2,0.50,0.50,51
2022-08-14,26.2,18.7,0.00,0.00,3
2022-08-15,27.6,18.3,0.00,0.00,3
2022-08-16,27.7,18.6,0.30,0.30,51
2022-08-17,28.0,18.6,0.20,0.20,51
2022-08-18,28.3,19.3,0.90,0.90,51
2022-08-19,27.6,19.9,0.30,0.30,51
2022-08-20,27.1,19.1,0.30,0.30,51
2022-08-21,26.0,19.3,3.60,3.60,55
2022-08-22,27.3,19.4,4.40,4.40,55
2022-08-23,27.5,19.3,3.20,3.20,55
2022-08-24,25.8,19.2,8.00,8.00,63
2022-08-25,26.7,19.2,9.30,9.30,63
2022-08-26,26.1,19.1,20.20,20.20,63
2022-08-27,27.4,19.4,16.70,16.70,63
2022-08-28,27.0,19.3,4.20,4.20,61
2022-08-29,27.2,19.2,17.30,17.30,63
2022-08-30,28.0,19.3,9.30,9.30,63
2022-08-31,27.5,19.5,5.20,5.20,63
2022-09-01,27.1,19.5,12.50,12.50,65
2022-09-02,27.6,19.1,1.40,1.40,51
2022-09-03,27.9,19.0,1.60,1.60,53
2022-09-04,28.5,19.0,11.80,11.80,63
2022-09-05,28.7,19.3,5.80,5.80,61
2022-09-06,27.6,18.3,12.70,12.70,63
2022-09-07,26.3,19.8,8.10,8.10,63
2022-09-08,23.5,19.6,7.30,7.30,53
2022-09-09,26.2,19.4,3.00,3.00,53
2022-09-10,26.7,19.9,8.90,8.90,63
2022-09-11,26.9,19.5,2.60,2.60,55
2022-09-12,27.0,19.5,0.80,0.80,51
2022-09-13,27.0,18.6,1.20,1.20,51
2022-09-14,27.1,19.4,1.20,1.20,51
2022-09-15,26.4,18.7,0.80,0.80,53
2022-09-16,27.5,18.3,0.10,0.10,51
2022-09-17,27.2,18.6,0.40,0.40,51
2022-09-18,27.2,18.5,0.40,0.40,51
2022-09-19,27.4,18.9,0.40,0.40,51
2022-09-20,27.3,17.5,0.10,0.10,51
2022-09-21,27.0,17.9,0.90,0.90,51
2022-09-22,27.5,18.3,0.00,0.00,3
2022-09-23,27.1,17.5,0.40,0.40,51
2022-09-24,28.0,18.2,1.60,1.60,53
2022-09-25,27.8,18.3,0.60,0.60,51
2022-09-26,26.4,19.4,3.00,3.00,61
2022-09-27,27.6,19.9,1.20,1.20,51
2022-09-28,27.9,19.9,0.30,0.30,51
2022-09-29,27.9,18.8,0.00,0.00,3
2022-09-30,24.9,18.7,8.10,8.10,61
2022-10-01,22.9,19.5,6.00,6.00,55
2022-10-02,26.9,19.5,0.90,0.90,51
2022-10-03,26.8,18.6,0.70,0.70,51
2022-10-04,26.8,18.5,0.20,0.20,51
2022-10-05,27.3,19.0,1.20,1.20,53
2022-10-06,25.7,19.1,5.50,5.50,63
2022-10-07,26.8,17.7,1.10,1.10,51
2022-10-08,27.0,16.5,0.10,0.10,51
2022-10-09,26.1,18.8,15.90,15.90,63
2022-10-10,26.8,19.3,9.70,9.70,63
2022-10-11,25.9,19.7,6.50,6.50,61
2022-10-12,26.1,18.8,23.60,23.60,65
2022-10-13,26.4,18.7,21.90,21.90,63
2022-10-14,26.5,19.0,8.20,8.20,61
2022-10-15,27.4,18.8,7.80,7.80,63
2022-10-16,26.6,18.9,17.10,17.10,63
2022-10-17,27.3,19.5,2.70,2.70,61
2022-10-18,26.4,19.0,2.90,2.90,55
2022-10-19,27.2,18.2,6.50,6.50,63
2022-10-20,26.9,18.2,10.70,10.70,65
2022-10-21,27.1,18.1,2.70,2.70,53
2022-10-22,26.8,17.5,0.00,0.00,3
2022-10-23,25.7,16.1,0.00,0.00,3
2022-10-24,25.0,14.9,0.00,0.00,3
2022-10-25,25.1,13.8,0.00,0.00,3
2022-10-26,25.6,14.6,0.00,0.00,2
2022-10-27,27.1,15.4,0.00,0.00,3
2022-10-28,25.9,17.2,0.30,0.30,51
2022-10-29,26.0,18.1,1.00,1.00,51
2022-10-30,25.9,18.4,1.50,1.50,51
2022-10-31,26.4,17.7,0.00,0.00,3
2022-11-01,24.6,17.1,14.00,14.00,63
2022-11-02,23.7,17.5,9.90,9.90,63
2022-11-03,25.2,18.6,0.30,0.30,51
2022-11-04,26.7,18.9,1.30,1.30,53
2022-11-05,26.9,19.0,0.50,0.50,51
2022-11-06,26.2,17.8,0.40,0.40,51
2022-11-07,26.3,17.2,0.00,0.00,3
2022-11-08,27.1,17.1,0.00,0.00,3
2022-11-09,26.9,16.3,0.00,0.00,3
2022-11-10,27.2,16.6,0.30,0.30,51
2022-11-11,21.9,18.0,20.50,20.50,63
2022-11-12,23.1,18.6,3.00,3.00,53
2022-11-13,24.5,18.7,2.00,2.00,53
2022-11-14,26.6,18.4,1.50,1.50,51
2022-11-15,25.9,18.3,1.50,1.50,51
2022-11-16,26.8,18.0,0.00,0.00,3
2022-11-17,25.9,14.8,0.00,0.00,3
2022-11-18,25.8,13.4,0.00,0.00,3
2022-11-19,25.4,13.1,0.00,0.00,3
2022-11-20,24.7,13.0,0.00,0.00,3
2022-11-21,25.0,13.8,0.10,0.10,51
2022-11-22,24.7,16.7,1.80,1.80,53
2022-11-23,24.1,18.4,8.30,8.30,61
2022-11-24,26.4,19.2,3.70,3.70,61
2022-11-25,26.7,18.2,0.40,0.40,51
2022-11-26,27.3,18.0,0.00,0.00,3
2022-11-27,26.8,18.6,0.80,0.80,51
2022-11-28,27.3,18.8,0.90,0.90,51
2022-11-29,27.3,18.2,0.10,0.10,51
2022-11-30,26.1,15.8,0.00,0.00,3
2022-12-01,26.4,16.6,0.70,0.70,51
2022-12-02,26.9,19.0,0.00,0.00,3
2022-12-03,27.3,18.4,0.30,0.30,51
2022-12-04,27.7,19.2,0.00,0.00,3
2022-12-05,27.2,17.1,0.00,0.00,3
2022-12-06,27.1,17.9,0.00,0.00,3
2022-12-07,27.1,16.5,0.00,0.00,3
2022-12-08,25.7,16.0,0.20,0.20,51
2022-12-09,20.5,15.8,3.40,3.40,61
2022-12-10,18.5,16.6,32.50,32.50,63
2022-12-11,21.9,17.9,4.50,4.50,61
2022-12-12,23.9,18.4,4.00,4.00,55
2022-12-13,24.6,18.9,7.00,7.00,63
2022-12-14,25.1,17.8,0.10,0.10,51
2022-12-15,25.7,15.8,0.00,0.00,3
2022-12-16,26.0,15.2,0.00,0.00,3
2022-12-17,26.2,15.3,0.00,0.00,3
2022-12-18,26.0,16.6,0.00,0.00,3
2022-12-19,24.7,16.6,0.10,0.10,51
2022-12-20,26.4,14.9,0.00,0.00,3
2022-12-21,25.8,14.9,0.00,0.00,3
2022-12-22,25.8,14.3,0.00,0.00,3
2022-12-23,26.4,13.3,0.00,0.00,3
